check_id,shop_name,datetime,sum
192,Тандер,2017-09-13 20:11:00,702.0
193,Агроторг,2017-09-27 12:42:00,476.0
194,Ассорти-Юг,2017-10-02 12:11:00,380.5
195,Тутси,2017-10-04 16:31:00,147.0
196,Ассорти,2017-10-07 08:56:00,279.9
197,Тутси,2017-10-02 18:28:00,77.0
198,Не известно,2017-09-28 17:04:00,26.0
199,Тандер,2017-09-23 19:39:00,141.0
200,Тандер,2017-09-22 14:48:00,54.0
201,ГЭС розница,2017-09-19 15:22:00,434.0
202,ВKУСВИЛЛ,2017-09-08 18:05:00,1973.85
203,ИП Дудкин Игорь Леонидович,2017-09-16 11:04:00,550.0
204,Алькор и Ко,2017-09-06 15:38:00,1850.0
205,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
206,О ТД Холдинг-Центр,2017-09-04 22:35:00,993.0
207,Не известно,2017-08-24 12:07:00,1294.59
208,Не известно,2017-09-05 15:14:00,279.0
209,ВKУСВИЛЛ,2017-08-27 21:47:00,524.8
210,ВKУСВИЛЛ,2017-08-11 20:16:00,673.0
215,Не известно,2017-08-09 13:29:00,10000.0
216,Т и К Продукты,2017-08-10 12:13:00,884.0
217,Тандер,2017-10-05 15:27:00,169.0
218,ГП №3,2017-09-28 13:51:00,174.0
219,ДЕТСКИЙ МИР,2017-10-02 12:05:00,1289.0
220,Ассорти-Юг,2017-10-01 14:12:00,1396.28
221,Ассорти-Юг,2017-09-23 20:31:00,95.98
222,Тандер,2017-09-21 20:05:00,89.0
223,Тандер,2017-09-21 20:04:00,899.0
224,,2017-09-18 12:36:00,100.0
225,Не известно,2017-09-10 12:43:00,1175.97
226,Т и К Продукты,2017-09-10 20:48:00,508.0
227,ВKУСВИЛЛ,2017-08-29 13:29:00,1744.0
228,Тандер,2017-09-05 16:21:00,307.0
229,ВKУСВИЛЛ,2017-08-23 12:58:00,960.13
230,Не известно,2017-08-21 19:41:00,953.8
231,Не известно,2017-08-01 16:51:00,5647.6
233,ГЕКОЛАБ,2017-07-31 08:53:00,1862.0
236,Тандер,2017-09-05 16:22:00,162.0
237,Тутси,2017-10-05 15:01:00,1883.0
245,Гиперглобус,2018-01-07 10:13:00,438.5
246,Леруа Мерлен Восток,2018-01-07 09:56:00,865.0
247,Тандер,2018-01-07 11:49:00,462.28
248,АШАН,2018-01-07 14:59:00,610.0
249,Тандер,2018-01-07 11:55:00,576.24
250,ТОРА,2018-01-02 15:31:00,100.0
251,ТОРА,2018-01-02 15:03:00,1150.0
252,"Аптека  Табиб (г. Калуга,         ул. Гагарина, д. 6 А/47, пом. № 57)",2017-12-24 16:29:00,1132.0
253,Дикси ЮГ,2017-10-29 16:43:00,441.77
254,Торговый дом,2017-12-21 13:22:00,240.1
255,Ирна,2018-01-07 20:22:00,32.0
263,Тандер,2017-12-28 15:49:00,37.0
264,Агроторг,2018-01-03 16:49:00,322.88
265,ТД Перекресток,2017-12-20 15:38:00,93.0
266,Тандер,2018-01-03 17:07:00,63.6
267,Санги Стиль,2018-01-03 17:02:00,27.5
268,Фикс Прайс-Донецк,2018-01-03 16:21:00,125.0
269,,2017-12-11 09:56:00,1797.0
270,АТАК,2018-01-06 18:17:00,769.4
271,Бэст Прайс,2018-01-06 18:09:00,50.0
283,Тандер,2018-01-07 14:57:00,424.5
284,Агроторг,2018-01-07 20:22:00,577.25
285,,2018-01-07 17:02:00,250.0
287,Не известно,2018-01-07 17:17:00,171.0
288,ТД Интерторг,2017-12-30 15:24:00,2508.5
289,Сатурн,2018-01-04 16:04:00,399.0
295,Агроторг,2018-01-07 19:15:00,238.62
296,Альфа Сургут,2018-01-07 19:05:00,749.0
297,АРМАЛИ,2018-01-06 15:47:00,534.0
298,АС-Бюро плюс,2018-01-03 13:30:00,971.0
311,ИП ГАСРАТОВ И.О.,2018-01-07 20:04:00,106.0
312,Сибирь 28,2018-01-07 20:08:00,330.0
316,Тандер,2018-01-07 11:41:00,962.0
317,Тандер,2018-01-07 18:27:00,275.95
318,ТД Перекресток,2017-12-30 11:36:00,1298.18
323,Тандер,2018-01-07 18:50:00,180.0
324,ДИКСИ Юг,2017-11-19 11:34:25,498.1
325,Бургер Рус,2017-10-07 10:24:00,129.9
326,Городской супермаркет,2018-01-07 08:58:00,3680.0
327,Не известно,2018-01-07 12:02:00,719.05
328,Оператор,2018-01-07 21:36:00,1617.0
329,Не известно,2017-12-23 14:18:00,563.0
330,ИП Власова И.В.,2017-12-30 15:06:00,119.8
331,Не известно,2017-12-30 16:44:00,562.4
332,ИП Саухина Е.В.,2017-12-29 17:05:00,336.4
333,Не известно,2017-12-27 19:28:00,490.98
334,Роксэт-С,2017-12-27 21:13:42,504.23
335,Вега,2017-12-27 09:26:00,1005.85
336,Роксэт-С,2017-12-24 22:41:38,431.33
337,Класс,2017-12-25 21:54:04,243.97
338,Класс,2017-12-21 22:49:46,174.25
339,Не известно,2017-12-24 09:52:00,285.5
342,,2018-01-01 18:01:00,404.91
343,Роксэт-С,2018-01-07 20:31:44,50.89
344,АМЕТИСТ,2018-01-08 11:29:00,2721.0
345,Камелот-А,2018-01-08 08:44:00,52.5
346,Мобайл-Регион,2018-01-08 13:21:00,499.0
347,Не известно,2017-12-29 21:41:00,2725.49
348,МЕРИДИАНА,2018-01-08 15:51:00,176.5
349,Газпромнефть-Центр,2018-01-08 13:42:00,1099.64
350,Не известно,2018-01-08 13:59:00,146.0
351,СКЛАД-МАГАЗИН №1,2018-01-08 17:24:00,691.9
352,Лента,2018-01-01 16:28:00,3588.0
353,Фармленд,2017-12-25 21:48:00,1702.2
354,Тандер,2018-01-08 10:48:00,179.7
355,ИП Шаховцев Ю.А.,2018-01-08 10:52:00,148.01
357,СЕТЬ АВТОМАТИЗИРОВАННЫХ ПУНКТОВ ВЫДАЧИ,2017-11-21 09:34:00,798.0
358,О'КЕЙ,2017-12-15 20:33:00,1847.0
359,Вкус,2018-01-08 12:25:00,790.0
360,КРОКУС ИНТЕРНЭШНЛ,2018-01-06 17:41:54,2478.0
361,Гиперглобус,2018-01-05 18:39:00,7983.84
362,Спар-Томск,2018-01-08 16:39:00,958.32
363,Лента,2018-01-08 15:02:00,2365.0
364,Агроторг,2018-01-08 13:42:00,893.38
365,Татнефть-АЗС Центр,2018-01-08 14:00:00,500.0
366,УльяновскФармация,2018-01-08 13:44:00,889.0
367,Тандер,2018-01-06 17:46:00,252.0
368,ТД,2018-01-08 14:24:00,718.45
369,Тандер,2018-01-08 15:15:00,83.0
370,Агроторг,2018-01-08 14:57:00,318.0
371,Не известно,2018-01-08 15:09:00,664.2
372,Тандер,2018-01-08 15:13:00,120.7
373,Ригла,2018-01-07 10:29:00,186.0
374,Тандер,2018-01-07 10:15:00,710.8
375,ИП Роздухов М.Е.,2018-01-07 10:28:00,489.7
376,АШАН 115408  г. Москва,2018-01-08 15:20:00,1476.0
377,Дикси ЮГ,2018-01-08 18:16:00,83.47
378,Тандер,2018-01-08 16:29:00,549.0
379,Не известно,2018-01-08 21:03:00,251.0
380,Не известно,2018-01-06 16:11:00,239.6
381,Агроторг,2018-01-08 20:57:00,167.25
382,Агроторг,2018-01-08 20:58:00,100.0
383,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПОРТМАСТЕР,2018-01-08 21:28:00,4.0
384,,2018-01-05 13:03:00,101.0
385,Лента,2018-01-08 19:09:00,2055.0
386,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АШАН,2018-01-08 20:17:00,140.0
387,ПУБЛИЧНОЕ АKЦИОНЕРНОЕ ОБЩЕСТВО НK РОСНЕФТЬ - МУРМАНСKНЕФТЕПРОДУKТ,2018-01-08 17:06:00,2481.27
388,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АШАН,2018-01-08 20:03:00,2458.88
390,Индивидуальный предприниматель Гаврилова Вера Германовна,2017-10-19 11:26:00,142.0
394,ИП Еремеев В.А.,2018-01-06 13:04:00,732.0
395,Центральная ППК,2018-01-04 19:35:00,22.0
396,Дикси ЮГ,2018-01-08 15:21:00,119.0
397,Тандер,2017-12-31 10:39:00,241.0
398,Не известно,2017-12-31 10:29:00,2267.0
399,ТД Перекресток,2017-12-30 16:38:00,47.0
400,Не известно,2017-12-27 12:52:00,1045.0
401,Добровин,2018-01-04 15:13:00,744.2
402,ЛУКОЙЛ-Пермнефтепродукт,2017-12-12 06:31:00,1150.0
403,Бургер Рус,2018-01-09 09:33:00,85.0
404,Кронар,2018-01-09 10:11:00,1300.0
408,Тандер,2018-01-09 14:10:00,302.16
409,Не известно,2018-01-05 14:23:00,26.0
410,Агроторг,2018-01-09 13:53:00,203.0
411,Газпромнефть-Центр,2018-01-09 07:49:00,1372.2
412,ДНС-ЦФО,2017-12-26 17:54:00,2998.0
413,Не известно,2017-12-15 20:29:00,1839.81
414,Тандер,2018-01-09 19:17:00,75.0
415,Тандер,2018-01-09 19:17:00,248.5
416,ТОРГОВАЯ СЕТЬ KОМАНДОР,2018-01-09 19:44:00,985.76
417,Не известно,2017-11-20 12:12:00,25500.0
418,Не известно,2017-11-20 12:13:00,192800.0
419,Не известно,2017-11-20 12:26:00,14800.0
451,Воронежнефтепродукт,2017-12-25 10:12:00,1000.0
452,Воронежнефтепродукт,2018-01-09 13:47:00,1000.0
453,"Элемент-Трейд                        Тавда, ул. П Морозова 6",2018-01-09 16:51:00,760.0
464,Тандер,2018-01-06 17:11:00,760.52
465,Тандер,2017-12-02 21:15:00,878.0
466,Тандер,2018-01-09 18:19:00,533.0
467,Лабиринт-Уфа,2018-01-09 18:02:00,314.46
468,АТАК,2018-01-09 19:05:00,1327.78
469,Гулливер,2018-01-08 16:03:00,370.43
470,Самсон-Фарма,2018-01-09 19:30:00,51.0
471,САТУРН,2018-01-08 18:03:00,2098.0
472,Ассорти-Юг,2017-12-31 13:45:00,155.76
480,ТД Перекресток,2018-01-08 18:07:00,2162.92
481,ТЭЙК ЭВЕЙ,2018-01-09 15:05:00,1003.0
482,МАРКА РУС,2018-01-06 15:11:00,949.0
484,ВKУСВИЛЛ,2017-12-27 19:06:00,395.0
485,Гулливер,2018-01-09 18:19:00,584.95
497,Тандер,2018-01-08 15:18:00,352.3
498,,2017-12-25 17:44:00,125.0
499,ДНС-ДОН,2018-01-02 16:00:00,36917.0
500,Агроторг,2018-01-09 20:01:00,81.0
501,Виктория Балтия,2018-01-04 21:42:00,265.0
502,ИП ПАХАРЕВ А.В.,2018-01-02 11:23:00,176.0
503,Виктория Балтия,2018-01-08 21:05:00,637.0
504,<Леруа Мерлен Восток>,2018-01-08 10:06:00,246.0
505,Газпромнефть-Центр,2018-01-06 07:56:00,408.5
506,ИП Афанасьев Николай Павлович,2017-12-18 19:37:00,2125.0
507,Не известно,2017-12-15 18:33:00,1219.6
508,,2018-01-05 22:43:00,110.0
509,Не известно,2018-01-09 14:26:00,497.0
510,ТД Интерторг,2018-01-09 22:19:00,445.0
511,Не известно,2018-01-09 18:46:00,82.0
512,АЗК ВТК,2018-01-09 18:09:00,350.0
516,Не известно,2017-12-19 12:00:00,1557.0
517,Не известно,2017-12-23 17:02:00,1398.0
518,О'КЕЙ,2018-01-02 12:50:00,3573.5
519,Дикси Юг,2018-01-07 18:50:00,586.0
520,ВKУСВИЛЛ,2018-01-09 20:18:00,176.0
521,ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МОСТСЕРВИС-ТРАНС,2017-10-31 19:16:00,999.77
522,Лента,2018-01-10 10:49:00,99.9
523,ТД Перекресток,2017-12-20 08:35:00,386.0
524,Не известно,2017-12-25 13:24:00,1123.1
525,Тандер,2018-01-02 11:18:00,310.44
526,АШАНА,2018-01-10 10:39:00,50.0
527,ТХ Сибирский Гигант,2018-01-10 14:27:00,80.4
528,Не известно,2018-01-10 14:32:00,32.0
529,Не известно,2018-01-10 12:01:00,1790.0
531,ПРИМЗООТОРГ,2018-01-10 18:09:00,92.25
532,Не известно,2018-01-10 12:36:00,300.0
533,Камелот-А,2018-01-10 16:22:00,383.1
534,ПРОСУШИ М,2018-01-09 15:01:00,2291.0
535,Не известно,2018-01-10 17:22:00,192.0
544,Не известно,2018-01-10 13:29:00,580.0
545,Не известно,2018-01-10 12:36:00,197.0
546,СитиТорг,2018-01-10 18:21:00,129.0
549,Не известно,2018-01-06 13:03:00,1990.0
550,,2018-01-10 14:33:00,159.0
551,Тандер,2018-01-10 13:53:00,1085.0
552,РН-Ростовнефтепродукт,2018-01-09 17:09:00,499.8
553,Камелот-А,2018-01-10 12:46:00,825.0
554,Лента,2018-01-10 10:50:00,120.0
555,МАНИОЛА,2018-01-10 16:11:00,75.0
556,Тандер,2018-01-10 14:12:00,1715.39
557,ОП СИНЕМА ПАРК 3 Санкт-Петербург,2018-01-08 21:40:00,980.0
563,АШАН,2018-01-10 20:05:00,1222.76
564,ТХ Сибирский Гигант,2018-01-10 21:30:00,167.0
565,КОМПАНИЯ,2018-01-10 17:10:00,110.9
566,ИП Роздухов М. Е.,2018-01-10 17:10:00,806.29
567,Ригла,2018-01-08 10:54:00,363.0
568,М.видео менеджмент,2018-01-05 12:18:00,35605.0
569,Гиперглобус,2017-12-30 10:00:00,6370.79
570,Спортмастер,2017-12-24 16:55:00,9816.0
571,Не известно,2018-01-07 18:35:00,518.0
572,Гиперглобус,2017-12-04 20:17:00,1610.45
573,Не известно,2017-12-25 12:15:00,277.83
574,Не известно,2017-12-01 20:46:00,650.45
575,Обособленное подразделение   ДНС-Центр,2017-12-24 18:30:00,7999.0
576,Гиперглобус,2017-12-06 20:07:00,919.41
577,Гиперглобус,2018-01-04 18:43:00,2180.61
578,М.видео Менеджмент,2018-01-07 17:54:00,8990.0
579,Планета увлечений,2018-01-09 18:15:00,39.0
580,Дикси ЮГ,2017-12-08 12:22:00,399.0
581,Не известно,2017-12-13 11:00:00,837.0
582,Гиперглобус,2017-12-18 19:58:00,1555.75
583,Гиперглобус,2017-12-09 19:56:00,1527.2
584,Гиперглобус,2017-12-08 20:52:00,710.23
585,Гиперглобус,2017-12-11 19:27:00,1758.84
586,Гиперглобус,2017-12-15 19:22:00,1367.18
587,ИВАНОВА ЕВГЕНИЯ АНАТОЛЬЕВНА,2017-12-08 12:16:00,370.0
588,Агроторг,2018-01-10 18:33:00,644.0
589,Не известно,2018-01-10 19:34:00,410.0
590,,2018-01-10 18:53:00,1488.0
591,Тандер,2018-01-09 18:29:00,194.0
592,Не известно,2018-01-08 17:06:00,843.0
593,Не известно,2018-01-10 18:57:00,557.0
594,ДК,2018-01-10 16:36:00,1759.6
595,Кронар,2018-01-10 18:48:00,2240.0
596,Тандер,2018-01-07 15:27:00,297.78
597,Не известно,2018-01-10 19:54:00,976.0
599,Агроторг,2018-01-10 13:12:00,197.4
600,ДК,2018-01-07 10:29:00,993.5
613,Гиперглобус,2017-10-28 16:10:00,945.19
614,Гиперглобус,2017-11-05 17:34:00,7443.45
707,МЕРИДИАНА,2018-01-10 13:45:00,57.0
711,Петербургский Метрополитен,2018-01-11 07:22:00,1035.0
712,Тандер,2018-01-09 19:24:00,99.0
713,Не известно,2018-01-09 05:40:00,34.0
714,Тандер,2018-01-08 19:35:00,87.0
715,Фастлэнд,2018-01-11 08:20:00,498.0
716,Лента,2018-01-07 16:45:00,799.0
717,ЮНАЙТЭД ТРЭЙДИНГ,2018-01-04 19:32:00,3990.0
718,ТК Лето,2017-12-30 19:05:00,77.16
719,ПродМир,2018-01-11 10:48:00,645.0
720,Ям! Ресторантс Раша,2018-01-11 15:06:00,712.0
732,КОМАТ,2018-01-11 13:08:00,1140.0
733,ЦНИИХМ,2018-01-11 12:21:00,170.0
737,Тандер,2018-01-11 13:04:00,59.83
738,Спар Миддл Волга,2018-01-10 19:32:00,161.43
739,,2018-01-11 13:15:00,200.0
740,,2018-01-11 13:15:00,250.0
741,Тандер,2018-01-11 14:14:00,1584.3
742,Бета Сургут,2018-01-11 14:36:00,355.0
743,Красная Пресня,2018-01-11 08:27:00,150.0
744,Не известно,2018-01-10 18:39:00,219.0
745,Не известно,2018-01-10 12:49:00,253.5
746,МЕТРО Кэш энд Керри,2017-12-28 21:56:00,6619.07
747,ЭДДА,2018-01-04 18:47:00,343.6
748,Камелот-А,2018-01-11 18:14:00,410.01
749,Тандер,2018-01-11 14:23:00,1189.29
750,ТОРГОВАЯ СЕТЬ КОМАНДОР,2018-01-11 19:09:00,384.07
751,Агроторг,2018-01-05 16:23:00,542.0
752,Не известно,2018-01-11 19:06:00,244.0
753,Тандер,2018-01-11 15:35:00,472.2
763,АKЦИОНЕРНОЕ ОБЩЕСТВО ВОРОНЕЖНЕФТЕПРОДУKТ,2018-01-10 17:04:00,1000.0
764,Агроторг,2018-01-10 17:44:00,225.6
765,АKЦИОНЕРНОЕ ОБЩЕСТВО ВОРОНЕЖНЕФТЕПРОДУKТ,2018-01-10 16:02:00,1000.0
766,АKЦИОНЕРНОЕ ОБЩЕСТВО ВОРОНЕЖНЕФТЕПРОДУKТ,2018-01-10 16:23:00,1000.0
771,ЛУКОЙЛ-Югнефтепродукт,2018-01-10 16:11:00,1000.0
772,Сити,2018-01-11 11:57:00,552.29
780,,2018-01-03 10:35:00,100.0
781,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АШАН,2018-01-09 15:32:00,70.99
782,Не известно,2018-01-10 20:48:00,363.8
783,Не известно,2017-11-23 18:45:00,901.47
784,Не известно,2018-01-05 14:29:00,119.2
785,Тандер,2018-01-10 18:33:00,290.49
786,СПАР МИДДЛ ВОЛГА,2018-01-10 17:54:00,986.4
787,Не известно,2018-01-07 16:29:00,262.0
788,ИП Гурова Эльвира Вадимовна,2018-01-10 14:39:00,208.0
789,Тандер,2018-01-10 11:57:00,391.71
790,Не известно,2018-01-11 15:43:00,505.8
791,СПАР МИДДЛ ВОЛГА,2018-01-05 16:41:00,105.0
792,СПАР МИДДЛ ВОЛГА,2018-01-05 16:40:00,1758.0
793,Агроторг,2018-01-11 16:30:00,259.0
794,Агроторг,2018-01-10 16:26:00,514.0
795,Агроторг,2018-01-08 21:19:00,189.0
796,Тандер,2018-01-10 19:39:00,200.7
797,Не известно,2017-12-23 17:20:00,453.0
798,Ригла,2017-10-29 08:55:00,195.0
799,Петербургский метрополитен,2018-01-10 06:21:00,550.0
800,Авоська-два,2018-01-02 18:49:00,199.0
801,Тандер,2018-01-05 12:12:00,190.0
802,Тандер,2018-01-11 20:32:00,907.0
803,Не известно,2018-01-11 13:07:00,179.0
804,Нива,2018-01-11 20:54:43,163.0
805,Престиж,2018-01-11 20:55:03,272.0
806,АТАК,2018-01-11 16:28:00,1341.0
807,МАГ СЕРВИС,2018-01-05 16:03:00,49.0
808,РС Петровский,2018-01-11 12:48:00,1362.0
809,Не известно,2017-12-23 18:03:00,411.0
810,Общество с Ограниченной Ответственностью <ОнЛайн Трейд>,2017-12-18 15:52:00,3430.0
816,Леруа Мерлен Восток,2018-01-07 11:03:00,35.0
818,Лента,2018-01-11 16:18:00,1279.0
819,,2017-12-27 14:28:00,1011.27
820,Тандер,2018-01-08 13:13:00,779.97
