check_id,name,category,price,count
4,ДЛЯ РO3HИЦЫ:ПAКEТ-MAЙКA БОЛЬШOЙ 46+ =,Упаковка,5.0,1.0
4,"KOЛБAСA (ВМK) ВAР. СОCИСKИ ""МОЛOЧ =",Гастрономия,125.0,1.0
4,"КOФЕ (ГEРМAHИЯ) B ЗЕPНАX ""ЕGOISTЕ =",Чай и сладкое,459.0,1.0
4,"KОФЕ (ПAУЛИГ) B ЗEPНАХ ""MОKKA"" 50 =",Чай и сладкое,279.0,1.0
4,OBOЩИ: KАБАЧKИ 1KГ            =,Овощи и фрукты,179.0,0.345
4,ОВОЩИ: КАPTOФЕЛЬ БЕЛЫЙ (PОCСИЯ =,Овощи и фрукты,19.0,1.47
4,ОВОЩИ: КАРTОФEЛЬ KPACHЫЙ (PОCС =,Овощи и фрукты,19.0,0.73
4,ОBOЩИ: TОMAТ TЕПЛИЧНЫЙ        =,Овощи и фрукты,169.0,0.46
4,"ПЕЧEHЬЕ (ТМ ЯPОCЛAВCKИЕ CЛАСТИ) ""O =",Чай и сладкое,49.0,1.0
4,"ПП: XЛEБ/И3Д. ПOНЧИK ""PAДYЖНЫЙ"" 60 =",Чай и сладкое,29.0,2.0
4,"ПП: ХЛEБ/ИЗД. ПОНЧИKИ ""ШАPИKИ =",Чай и сладкое,239.0,0.14
4,"СЕВ.МOЛОKО: MАСЛO CЛИВ.""KРЕCТЬЯHСК =",Молочка,82.0,2.0
4,СEB.МОЛОKО: CМЕTАHA 15% 200ГP      =,Молочка,29.0,1.0
4,CЫРKИ (ВMОЛK) С APOМАТОM ВАНИЛИ TB =,Молочка,20.0,4.0
5,Чизбургер,Кафе,65.0,1.0
5,Бургер Kлаб XXL,Кафе,204.0,2.0
5,Kартофель фри большая,Кафе,88.0,1.0
6,47642 Мандарины                   1кг,Овощи и фрукты,73.0,1.595
6,3196531 РУС.МОЛ.Слив.пит.ст.10%200мл,Молочка,35.0,1.0
6,3182853 Яйца кур.С0 стол.фас.10шт,Мясо и птица,50.0,1.0
7,60619 Апельсины ВЫГОДНО фасов.1кг,Овощи и фрукты,68.0,0.93
7,"*3365416 ВКУСНОТ.Йогурт с ванил.1,5%750г",Молочка,69.0,3.0
7,3413607 ЗЕР/СЕЛ.Сухари с изюмом 250г,Чай и сладкое,39.0,2.0
7,*50047 Шокол.БАБАЕВСКИЙ с миндал.100г,Чай и сладкое,64.0,4.0
7,*45557 Шокол.БАБАЕВСКИЙ элит.75%100г,Чай и сладкое,64.0,4.0
7,*3413494 ECO-BOT.Шок.гор.с ап.кус/вит90г,Чай и сладкое,79.0,2.0
8,ВКУСНОТЕЕВО Масло Крестьянское 7,Молочка,102.0,1.0
8,Батон Тамбовский в/с 380г не упа,Хлеб,29.0,1.0
8,Конфеты Умка-Конти с ирисом (в),Чай и сладкое,239.0,0.176
8,ПРАЗДНИК СЛАСТЕНЫ Конф ваф шок в,Чай и сладкое,199.0,0.2
8,"ТД СМЕТАНИН Молоко паст 3,2% 0,9",Молочка,27.0,1.0
8,Жаклин зефир вкус клубника в шок,Чай и сладкое,255.0,0.212
9,Тариф за пересылку РПО,Услуги,403.0,1.0
10,Приключенческие рассказы Дом.чтение (+MP,Дети,304.0,1.0
11,"307433517, Настоящий мужчина, Бритва М5",Косметика,325.0,1.0
11,"306345335, Настоящий мужчина, Сменные кассеты для бритвы М5",Косметика,434.0,1.0
12,ИKРА ТРЕСKИ 130Г Ж/Б,Гастрономия,67.0,1.0
12,ПЕМОЛЮKС АЛОЭ ВЕРА,Для дома,31.0,1.0
13,"VKWR44 68 S Свитер Женск., Female Sweate",Одежда и обувь,538.0,1.0
14,"МОЛОКО ПОКРОВСКОЕ ПАСТЕРИЗ Ж3,5-3,9% 0,5",Молочка,22.0,2.0
14,ГОРБУША С/М,Рыба,199.0,1.15
14,СКУМБРИЯ С/М С/Г Н/Р,Рыба,109.0,0.802
14,ГОТ/ЗАВ ЛЮБЯТОВО СУХОЙ ХЛОПЬЯ КУКУРУЗНЫЕ 160Г,Бакалея,43.0,1.0
14,КАРАМЕЛЬ НА ПАЛОЧКЕ ПЕТУШОК МАЛЫШОК 13Г,Чай и сладкое,11.0,2.0
15,ТРК: 8 ДТ-З-К5 Дизель Опти,Машина,38.0,51.69
16,Колготки женские `OMSA` SUPERLATIVA 40 den (Daino) р-р 2,Одежда и обувь,299.0,1.0
17,П/У 8/3 лс:060541,Не определена,376.0,1.0
17,П/У 11/0 лс:060541,Не определена,1878.0,1.0
17,П/У 11/1 лс:060541,Не определена,1135.0,1.0
17,П/У 11/3 лс:060541,Не определена,554.0,1.0
17,П/У 11/4 лс:060541,Не определена,1938.0,1.0
17,П/У 20/7 лс:060541,Не определена,1459.0,1.0
17,Комиссия,Услуги,27.0,1.0
18,Тушь для ресниц `LOREAL` VOLUME MILLIONS LASHES FELINE Объем и подкручивание (экстрачерная),Косметика,499.0,1.0
18,Филлер для кожи вокруг глаз `LOREAL` `REVITALIFT` ФИЛЛЕР против морщин 15 мл,Косметика,769.0,1.0
19,3493908 Бланк игр.ком.ВГЛ4 Спорт(Рус.л),Услуги,100.0,1.0
20,Пакет с логотипом,Упаковка,3.0,1.0
20,Крупа Увелка манная 70,Бакалея,39.0,1.0
20,"Хлеб Кишиневский 0,450",Хлеб,18.0,1.0
20,Сыр Российский 50% вес,Гастрономия,289.0,0.436
20,Мак.изд. Макфа вермише,Бакалея,45.0,1.0
20,"Булка Ярославская 0,07",Хлеб,5.0,3.0
21,3617321 KATTY Корм д/кош.лос/фор.85г,Животные,11.0,1.0
21,3617351 KAT.Корм конс.с крол/инд.85г,Животные,11.0,1.0
21,3472439 К.Ц.Рулет нач.тирам/шок.кр.200г,Чай и сладкое,25.0,1.0
21,3219528 СЕЛЯН.Батон НАР.в/с нар.400г,Хлеб,26.0,1.0
21,*3488311 G.B.Суп МЯСНОЙ с верм.59г,Бакалея,13.0,1.0
21,*3488309 G.B.Суп КУРИНЫЙ с верм.62г,Бакалея,13.0,1.0
30,3300573 Пакет ПЯТЕРОЧКА 65х40см,Упаковка,5.0,1.0
30,*3370997 МЕВЕР Вода питьевая негаз.   5л,Напитки,69.0,1.0
30,2001134 Батон НАРЕЗНОЙ             380г,Хлеб,26.0,1.0
30,1546 Капуста БЕЛОКОЧАННАЯ 1кг,Овощи и фрукты,13.0,2.155
30,3423313 Томаты розовые         700г,Овощи и фрукты,179.0,1.0
30,3074383 Картофель 1кг,Овощи и фрукты,24.0,2.565
30,197 Лук репчатый 1кг,Овощи и фрукты,25.0,2.25
30,3058814 Паста Стоев томатная 280г,Овощи и фрукты,57.0,1.0
30,2160026 ПЕР.СВ.Грудка б/кожи охл.под1кг,Мясо и птица,235.0,0.542
30,3074007 Морковь мытая 1кг,Овощи и фрукты,39.0,0.915
30,47593 Виноград КРАСНЫЙ            1кг,Овощи и фрукты,199.0,0.475
30,*3504786 MAMBA Конф.ап/виш/мал/клуб.106г,Чай и сладкое,79.0,1.0
31,ПРЕЗЕРВ.12ШТ DUREX,Здоровье,584.0,1.0
32,Вл салф Baby Go ДУО детские не,Дети,99.0,1.0
32,Вл салф Baby Go ДУО детские риф,Дети,135.0,1.0
32,СОСКА Л С ВОЗД КЛАП ДЛЯ МОЛ СО,Дети,99.0,1.0
32,Смесь Similac 1 700г с 0мес,Дети,519.0,2.0
33,Пинетки BFW000460 трикотаж темно-синий 17,Одежда и обувь,149.0,1.0
33,Kомбинезон GBD000350 трикотаж белый 6-9мес/74,Одежда и обувь,251.0,1.0
34,Лампа св/диод.PHILIPS Bulb 7WE27 тепл.св,Для дома,129.0,1.0
34,Лампа св/диод.PHILIPS Bulb 7WE27 хол.св.,Для дома,129.0,1.0
35,АИ-95-K5/Премиум-95,Машина,39.0,15.0
36,Американо стандарт 300,Кафе,139.0,1.0
36,Латте большой 400мл,Кафе,199.0,1.0
36,АИ-95-К5 ULT N 2:06043,Машина,41.0,20.87
37,Пакет ЛЕНТА майка 9кг,Упаковка,3.0,2.0
37,Б/полотенца ZEWA Premium Decore кух 2шт,Для дома,80.0,1.0
37,Р/к сардина КЛЕВАЯ РЫБКА атлант нат 250г,Рыба,72.0,1.0
37,Р/к тунец КЛЕВАЯ РЫБКА натуральный 185г,Рыба,78.0,1.0
37,Крабовые пал VICI Сочные имит охл 200г,Гастрономия,89.0,1.0
37,П/ф Скумбрия (из зам. сырья),Рыба,159.0,0.768
37,Ананасы VITALAND кусочки 580мл,Овощи и фрукты,142.0,1.0
37,"Фигура механич Елка танц 16см, BW-JM-4",Дети,99.0,1.0
37,"Масло ЛЕНТА сливочное ГОСТ в/с 82,5% 180",Молочка,104.0,1.0
37,Сыр КАРАТ плавленый Дружба 55% 90г,Гастрономия,29.0,3.0
37,Эл.питания 365 ДНЕЙ солев АА 4шт CZR604,Для дома,24.0,1.0
38,Пакет ЛЕНТА средний майка 12кг,Упаковка,6.0,1.0
38,Пакет ЛЕНТА майка 9кг,Упаковка,3.0,1.0
38,Булочка с корицей и карамел сиропом вес,Чай и сладкое,189.0,0.359
38,Пирог ЛЕНТА с красной рыбой вес,Кулинария,432.0,0.439
38,Крупа Манная 365 ДНЕЙ марка М 700г,Бакалея,24.0,1.0
38,Лимоны  вес  1кг,Овощи и фрукты,99.0,1.364
38,Грибы шампиньоны  500г,Овощи и фрукты,169.0,2.0
38,Перец Долма вес 1кг,Овощи и фрукты,159.0,0.428
38,"Биотворог  ТЕМА дет пит с груш 4,2% 100г",Дети,29.0,2.0
38,Огурцы длинноплодные 1шт,Овощи и фрукты,59.0,1.0
38,Яблоки Гольден вес 1кг,Овощи и фрукты,79.0,1.124
38,Перец красный вес 1кг,Овощи и фрукты,229.0,0.422
38,"Кефир СЫКТЫВКАРСКИЙ МЗ 2,5% т/п 500мл",Молочка,28.0,2.0
38,Хлеб Столичный 600г,Хлеб,30.0,1.0
38,Яйцо куриное ЛЕНТА Селен и Йод С1 20шт,Мясо и птица,99.0,1.0
38,Томаты розовые Узбекистан,Овощи и фрукты,349.0,0.622
38,Нап вин SANTA TERESA бел п/сл Росс 0.75L,Алкоголь,139.0,1.0
38,Б/ПЛАТОЧКИ ЛЕНТА РОМАШКИ 3-СЛ УП.10Х10,Для дома,42.0,1.0
38,Дез-т OLD SPICE Wolfthorn тв 50мл,Косметика,187.0,1.0
38,Пакет 365 ДНЕЙ д/бутербродов п/э 170*280,Для дома,25.0,1.0
38,Пленка 365 ДНЕЙ пищевая 29см*20м 6мкм,Для дома,22.0,1.0
38,Подгуз 365 ДНЕЙ Джуниор 15-25кг 56шт,Дети,579.0,1.0
39,*3421155 ФРУТО Н.Морс к/ч/в.д/д.п.0.2л,Напитки,19.0,1.0
39,"*3628868 АГУША Йогурт клас.3,1% 90г",Молочка,23.0,1.0
39,3300573 Пакет ПЯТЕРОЧКА 65х40см,Упаковка,4.0,1.0
39,*809 Бананы 1кг,Овощи и фрукты,49.0,1.0
39,"3636365 АГУША Ряженка 3,2% 200г",Молочка,42.0,1.0
39,48188 Яблоки ГОЛДЕН 1кг,Овощи и фрукты,89.0,0.44
41,1:3495722 Водка ЗИМНЯЯ ДЕРЕВЕНЬКА 0.25л,Алкоголь,149.0,1.0
41,2:3305976 Пакет ПЕРЕКРЕСТОК майка 65х40см,Упаковка,6.0,1.0
41,3:3635114 Пиво ЖИГУЛИ БАРНОЕ 0.45л,Алкоголь,73.0,1.0
41,4*3642290 Пиво ЖИГУЛИ БАРНОЕ 0.5л,Алкоголь,39.0,1.0
41,5*14939 Напиток САЯНЫ газированный 1.0л,Напитки,49.0,1.0
41,6:48769 Газета АРГУМЕНТЫ И ФАКТЫ,Для дома,37.0,1.0
41,7*3447375 Фарш МИРАТОРГ говяжий 400г,Мясо и птица,149.0,1.0
42,"Хлеб ""Монастырский"",в/с 400гр/",Хлеб,16.0,1.0
42,Пакет майка ОКЕЙ Эко ПНДбио 39,Упаковка,5.0,1.0
42,"Пиво ""Жигулевское"" светлое фил",Алкоголь,110.0,2.0
42,Пюре Сады Придонья яблоко/перс,Дети,16.0,5.0
43,Жидкие капсулы Tide Аромат Len,Для дома,278.0,1.0
43,Простыни ТЧН! одноразовые гиги,Дети,274.0,1.0
43,Салфетки влажные д/детей ТЧН!,Дети,38.0,5.0
43,Бальзам д/волос Pantene 3 Minu,Косметика,239.0,1.0
43,Жевательная резинка Orbit Wint,Здоровье,14.0,3.0
43,Салат Завалинка,Кулинария,269.0,0.356
43,Напиток Pediasure Малоежка с н,Напитки,94.0,2.0
44,"MH6RB6 14 One Size Шапка Мужск., Male Ha",Одежда и обувь,149.0,1.0
45,"МИЛДРОНАТ, Р-Р ДЛЯ В/М, В/В И ПАРАБУЛЬБ. ВВЕД. 100 МГ/М",Здоровье,375.0,1.0
46,Шина легковая Triangle 205/55R16 94H TR777,Машина,3270.0,4.0
47,БОН ПАРИ Морож Kошмарики эск фрукт д,Чай и сладкое,49.0,1.0
47,Изд слоеные Рулеты банан в/с 65г п/п,Чай и сладкое,11.0,2.0
47,FELIX Дв Вкуснятина Kорм д/кош лос/ф,Животные,17.0,1.0
47,FELIX Kорм д/кош желе кролик 85г (Не,Животные,17.0,1.0
47,Морож СЭНДВИЧ ПИЖОН печен/шок глаз/а,Чай и сладкое,30.0,1.0
47,KОЛИБРИ Мороженое шок/шок гл рожок 0,Чай и сладкое,17.0,1.0
48,Класс 1 Полный 130,Услуги,130.0,1.0
49,Ложка загребушка в асс-те НГ18/00/006,Для дома,77.0,1.0
59,3493908 Бланк игр.ком.ВГЛ4 Спорт(Рус.л),Услуги,100.0,1.0
62,ПРАЗДНИК СЛАСТЁНЫ Зефир глаз с аром ванили 175г(Но,Чай и сладкое,49.0,1.0
62,Сменный катридж 503 (Гейзер):20,Для дома,199.0,1.0
62,WHISKAS НГ Kорм д/кош говяд/крол канапе 85г пауч(М,Животные,15.0,4.0
62,TOM CAT Kорм д/кош рыба в соусе 85г пауч:26,Животные,11.0,5.0
62,TOM CAT Kорм д/кош говядина в соусе 85г пауч:26,Животные,11.0,3.0
62,KIWI Express Крем Зеркал/блеск Черный 50мл(Эс Си Д,Для дома,102.0,1.0
62,OLD SPICE Дезодорант муж стик Wolfthorn 50мл(Прокт,Косметика,157.0,1.0
62,FELIX Sensations Kорм д/кош желе с кур/морк 85г(Не,Животные,14.0,3.0
62,ЛАМБЕР Сыр 50% (в) (ВБД):3,Гастрономия,399.0,1.084
62,КАРЛОВ ДВОР Сыр ReVerans овеч/мол 45% (в)(Ровеньки,Гастрономия,425.0,1.115
62,МАНДАРИНЫ свежие (цена за 1кг),Овощи и фрукты,67.0,0.984
62,МАГГИ Заправка для рассольника 200г д/пак (Волыньх,Бакалея,56.0,1.0
62,РОЛЛТОН Лапша по-домашнему КУРИНЫЙ 90г (Маревен):4,Бакалея,19.0,2.0
62,РОЛЛТОН Лапша по-домашнему ГОВЯДИНА 90г (Маревен):,Бакалея,19.0,1.0
62,БАНАНЫ свеж. (цена за 1кг),Овощи и фрукты,44.0,1.232
62,"CURTIS Чай чёрн вкус трюфеля пирам 20*1,8г 36г к/к",Чай и сладкое,89.0,1.0
62,"Российский сыр (в) ( КЗ Поречский):7,38/14,8",Гастрономия,323.0,0.229
62,GREEN RIBBON Кукуруза 340г ж/б(Россия):12,Овощи и фрукты,33.0,1.0
63,Батон ЛЕНТА Нарезной в/с 400г,Хлеб,25.0,1.0
63,Тряпка д/пола РЫЖИЙ КОТ р.70*80см 310237,Для дома,199.0,1.0
63,Паста NUTELLA Орех с доб какао 350г,Чай и сладкое,239.0,1.0
63,Гель д/д и шамп. AXE Гладкое очищ.250мл,Косметика,146.0,1.0
63,Конфеты MERCI Ассорти шок 8 видов 400г,Чай и сладкое,569.0,1.0
63,Шоколад Ф.КРУПСКОЙ ОсобыйТемДесФунд90г,Чай и сладкое,91.0,2.0
63,Рулет КАРАВАЙ с лимонной начин 200g,Чай и сладкое,47.0,1.0
63,Крупа АГРОАЛЬЯНС Кускус 450г,Бакалея,93.0,2.0
63,Презервативы CONTEX №12 Lights,Здоровье,445.0,1.0
64,Семечки БАБКИНЫ СЕМЕЧКИ 300г,Снеки,48.0,1.0
64,Бальзам п/бр NIVEA For Men д/чувc 100мл,Косметика,339.0,1.0
64,БАЛЬЗАМ GLISS KUR NUTRITIVE 200МЛ,Косметика,104.0,1.0
64,БАЛЬЗАМ-ОП-ЛЬ ELSEVE ВОССТ 5 200МЛ,Косметика,125.0,1.0
65,НИМЕСУЛИД 100 МГ ТАБ. №30 ТЕВА,Здоровье,175.0,1.0
66,Чипсы Лэйз краб 150г Россия,Снеки,59.0,1.0
66,"Пакет ""Полушка"" ПНД (малый) 1ш",Упаковка,3.0,1.0
66,"Пиво АмберВайс св. н/ф ст. 5,3",Алкоголь,65.0,3.0
66,Наклейка номерная 1шт Фисслер,Не определена,0.0,1.0
67,89016 СПм Бедро индейки 1кг,Мясо и птица,199.0,1.102
67,*89015 СПм Филе индейки 1кг,Мясо и птица,199.0,0.45
68,Всего:,Не определена,4498.0,1.0
69,Пакет РосАл синий,Упаковка,10.0,1.0
69,Ликер Бэйлис Сливочный Оригинальный 17% 1л,Алкоголь,1359.0,4.0
69,"Напиток Швепс биттер Лимон 1,0 л",Напитки,69.0,1.0
70,2412068000003 ТОРТ ПОЛЕТ 1/600,Чай и сладкое,319.0,1.0
70,100328409 ПИРОГ ПОСТНЫЙ С ЧЕРН,Чай и сладкое,20.0,5.0
70,82 ДОМАШНЯЯ КУХНЯ,Кулинария,399.0,0.184
73,ХБИ Меренги 80г,Чай и сладкое,37.0,1.0
73,Щербет Тимоша арахисовый 250г,Чай и сладкое,73.0,1.0
73,"Йогурт ""ЭГО"" Греческий 8% 250г",Молочка,49.0,1.0
73,"Сырок творож. ""Свитлогорье"" 26% 45г кокос",Молочка,32.0,1.0
73,Бананы кг,Овощи и фрукты,59.0,0.582
74,ПРЯНИКИ ХЛЕБНЫЙ ДОМ ШОКОЛАДНЫЕ,Чай и сладкое,79.0,1.0
74,ПЕЧЕНЬЕ ЮБИЛЕЙНОЕ МОЛОЧНОЕ 313,Чай и сладкое,65.0,1.0
74,КОС-ХАЛВА АРАХИСОВАЯ 400Г ПЕКО,Чай и сладкое,99.0,1.0
74,"ВОДКА ДОБРЫЙ МЕДВЕДЬ 40% 0,5Л",Алкоголь,205.0,2.0
74,"ВОДКА РУССКАЯ ВАЛЮТА 38% 0,5Л",Алкоголь,201.0,1.0
74,З/ПАСТА НОВЫЙ ЖЕМЧУГ КАЛЬЦИЙ Ф,Здоровье,34.0,1.0
74,ПИВО БАЛТИКА №7 ЭКСПОРТНОЕ СВ.,Алкоголь,54.0,1.0
74,ПЕЛЬМЕНИ ТРАДИЦИОННЫЕ ОСТАНКИН,Мясо и птица,87.0,2.0
75,3021692 Дск банан фас.1кг,Овощи и фрукты,51.0,1.275
75,3502297 Пиво БАЛТИКА ЭКСПОР.№7 св.0.45л,Алкоголь,54.0,1.0
75,2057829 Конфеты ЛАСТОЧКА           250г,Чай и сладкое,89.0,1.0
75,*2057831 Конфеты ЦИТРОН             250г,Чай и сладкое,59.0,1.0
75,2057820 Ирис ЗОЛОТОЙ КЛЮЧИК        250г,Чай и сладкое,79.0,1.0
75,3291332 РОТ ФРОНТ Конф.ПТИЧ.МОЛОК.225г,Чай и сладкое,98.0,1.0
75,*3631392 F.H.Форель ф/кус.с/с в/у 200г,Гастрономия,229.0,1.0
75,6646 Яблоки Глостер              1кг,Овощи и фрукты,89.0,1.275
75,47642 Мандарины                   1кг,Овощи и фрукты,79.0,1.635
75,3507797 Карта лояльности ТС5,Услуги,0.0,1.0
76,КОНЬЯК РОССИЙСКИЙ ПЯТИЛЕТНИЙ 5,Алкоголь,189.0,1.0
77,3497128 МЕТР.Наб.пирож.АССОРТИ 250г,Чай и сладкое,219.0,1.0
77,3467876 Карамель ЛЕДЕНЦЫ МИНИ 180г,Чай и сладкое,39.0,1.0
77,807 Яблоко сезонное 1кг,Овощи и фрукты,65.0,0.4
77,3486015 СТЕПАН.Семена подсолн.обж.80г,Снеки,29.0,1.0
77,"3426700 OR.Резин.BUB.БЕЛОСНЕЖ.жев.13,6г",Здоровье,27.0,1.0
78,Пакет с логотипом,Упаковка,3.0,1.0
78,Батон Нарезной (нарезк,Хлеб,41.0,1.0
78,"Булка Ярославская 0,07",Хлеб,5.0,3.0
79,"Хлеб пшеничный в/с 0,4",Хлеб,19.0,1.0
79,Пакет майка 1шт.,Упаковка,1.0,1.0
85,"50140275              БАТАРЕЙКИ АЛКАЛ,4ШТ.",Для дома,50.0,1.0
86,кон. Лав Стори (Love Story) ф.250,Чай и сладкое,193.0,3.0
86,кон. Птица дивная зав.,Чай и сладкое,298.0,0.352
87,Пакет ЛЕНТА средний майка 12кг,Упаковка,6.0,1.0
87,Пакет ЛЕНТА майка 9кг,Упаковка,3.0,1.0
87,Тесто 365 ДНЕЙ слоеное дрожжевое 500г,Бакалея,36.0,1.0
87,Тесто 365 ДНЕЙ слоеное бездрожжевое 500г,Бакалея,36.0,1.0
87,Спички ГОСТ 1820-2001,Для дома,8.0,1.0
87,"Молоко БЕЛАЯ ПОЛЯНА паст пит 3,2% 500г",Молочка,28.0,1.0
87,"Кефир СЫКТЫВКАРСКИЙ МЗ 2,5% т/п 500мл",Молочка,28.0,2.0
87,Батон СЫКТЫВКАРХЛЕБ Нарезной нар 400,Хлеб,36.0,1.0
87,"Молоко сгущ. ЛЕНТА с сахаром мдж 8,5%",Чай и сладкое,54.0,2.0
87,Майонез УСТЬ-СЫСОЛ МАСЛОП 57% д/п 400г,Бакалея,58.0,2.0
87,"Масло СЫКТЫВКАР с/слив несол в/с72,5%180",Молочка,102.0,3.0
87,Макароны ЗНАТНЫЕ Спагетти 450г,Бакалея,39.0,1.0
87,Макароны AIDA Спагетти 500г,Бакалея,59.0,1.0
87,Макароны РОЛЛТОН Спагетти в/с 400г,Бакалея,27.0,2.0
87,Макароны FEDERICI Спагетти №3 500г,Бакалея,49.0,1.0
87,Корица KAMIS молотая 15г,Бакалея,39.0,1.0
87,Сухарики ХРУСТЕАМ Багет возд том/зел 60г,Снеки,22.0,3.0
87,Макароны 3GLOCKEN Die mag алфавит 250г,Бакалея,49.0,1.0
87,Сухарики ХРУСТЕАМ Багет возд кор краб 60,Снеки,22.0,3.0
87,Ц/б 365 ДНЕЙ окорочок в/к вес,Мясо и птица,199.0,0.671
87,Сухарики ХРУСТЕАМ Багет Буж с фр гор 60г,Снеки,22.0,4.0
88,семейный обед,Кафе,399.0,1.0
88,булочка,Кафе,9.0,1.0
88,сливки порц,Кафе,3.0,2.0
88,фрикадельки 5шт,Кафе,99.0,1.0
88,гренки для супа,Кафе,15.0,1.0
88,вегед и гарнир,Кафе,129.0,1.0
88,суп грибной,Кафе,49.0,2.0
88,пирог с,Кафе,79.0,1.0
88,сабле с яблоком,Кафе,59.0,2.0
88,выпечка датская,Кафе,59.0,1.0
89,Kонвектор Polaris PCH 1084,Для дома,2590.0,1.0
90,Спорт Обед,Кафе,0.0,1.0
90,Лапша куриная с фрикадельками,Кафе,89.0,1.0
90,Гречка с куриной грудкой,Кафе,137.0,1.0
90,"чай НИК-ТИ зеленый 0,2",Кафе,44.0,1.0
91,АМЗААР 5 МГ+100 МГ ТАБ. П/ОБ. №30,Здоровье,700.0,1.0
91,МАСТОДИНОН КАПЛИ 100 МЛ,Здоровье,719.0,1.0
91,"СБОР ""БРУСНИВЕР"" 2,0 Ф/ПАК. №20- КРАСНОГОРСК",Здоровье,87.0,1.0
92,KОНФ.ПТИЦА ДИВН.ЗАВЕ,Чай и сладкое,441.0,0.25
92,ЧАЙ СЕР.ЛИПА-МЕД20Х2,Чай и сладкое,95.0,1.0
92,"СОK ЯБЛОK ПР.ОТЖ 0,2",Напитки,21.0,1.0
92,Ж/МЫЛО ЛАДУШKИ 500МЛ,Для дома,118.0,1.0
92,З/П SPLAT ЛЕЧЕБ.ТРАВ,Здоровье,109.0,1.0
92,KР-МЫЛО ИН/АП.135Г,Для дома,71.0,1.0
92,BELVITA СЭНДВИЧ СО З,Кулинария,94.0,1.0
92,KОНФ.ФЕРРЕРО KОЛЛЕKШ,Чай и сладкое,199.0,1.0
92,МТЖ1732 НОЧНАЯ,Одежда и обувь,494.0,1.0
92,НОСKИ ЖЕН.35-42,Одежда и обувь,99.0,1.0
92,KОЛГ.ЖЕН ОДИН РАЗМЕР,Одежда и обувь,255.0,1.0
92,НОСKИ ЖЕН.35-42,Одежда и обувь,162.0,1.0
92,ПАKЕТ АШАН 10KГ,Упаковка,2.0,1.0
92,ГОРШОK СТАНДАРТ D9СМ,Для дома,44.0,1.0
92,KД/ПОДСТАВKА ДЛЯ KАШ,Для дома,5.0,1.0
93,"1*3330956 Нектар ФРУКТОВЫЙ САД 1,93л",Напитки,69.0,1.0
93,2:3248742 Хурма 1кг,Овощи и фрукты,93.0,1.298
93,3:3019681 Крупа МАКФА манная 700г,Бакалея,74.0,1.0
93,4:14301 Крупа АГРО-АЛЬЯНС ЭКСТРА 900г,Бакалея,55.0,1.0
93,5*3248766 Яблоки ГЛОСТЕР 1кг,Овощи и фрукты,67.0,0.978
93,6*3231969 Перец красный сладкий 1кг,Овощи и фрукты,149.0,0.4
93,7*3231760 Мандарины Марокко 1кг,Овощи и фрукты,59.0,0.742
93,8*89015 СПм Филе индейки 1кг,Мясо и птица,269.0,0.493
93,9*89015 СПм Филе индейки 1кг,Мясо и птица,269.0,0.404
93,10:3604945 Творог РЕЗНОЙ ПАЛИСАД 400г,Молочка,120.0,1.0
93,11*3454693 Сельдь БАЛТИЙСКИЙ БЕРЕГ 500г,Гастрономия,109.0,1.0
